order_id,customer_id,customer_name,customer_email,product_id,product_name,category,quantity,unit_price,discount_pct,status,created_at,updated_at,city,state
ORD-00432,CLI-0187,Tiago Azevedo,tiago.azevedo24@email.com,PROD-026,Tapete de Yoga,Esportes,3,99.90,15,shipped,2024-03-08 14:52:00,2024-03-09 14:52:00,Ribeirão Preto,SP
ORD-01441,CLI-0047,Rafaela Torres,rafaela.torres71@email.com,PROD-013,Corda de Pular Pro,Esportes,6,49.90,0,cancelled,2024-03-08 16:03:00,2024-03-08 18:03:00,Campinas,SP
ORD-00706,CLI-0129,Iara Azevedo,iara.azevedo60@email.com,PROD-032,Headband Esportivo,Acessórios,4,24.90,5,delivered,2024-03-09 07:06:00,2024-03-12 07:06:00,Londrina,PR
ORD-01866,CLI-0236,Patricia Almeida,patricia.almeida75@email.com,PROD-004,Fone Bluetooth,Eletrônicos,6,349.00,15,shipped,2024-03-09 08:07:00,2024-03-12 08:07:00,Boa Vista,RR
ORD-00206,CLI-0053,Elaine Monteiro,elaine.monteiro76@email.com,PROD-021,Tênis de Trilha,Calçados,3,359.90,5,shipped,2024-03-09 11:04:00,2024-03-12 11:04:00,Natal,RN
ORD-00343,CLI-0141,Samuel Serrano,samuel.serrano86@email.com,PROD-026,Tapete de Yoga,Esportes,3,99.90,5,delivered,2024-03-09 11:26:00,2024-03-16 11:26:00,Osasco,SP
ORD-00960,CLI-0221,Nelson Torres,nelson.torres38@email.com,PROD-011,Jaqueta Corta-Vento,Vestuário,2,249.90,10,shipped,2024-03-09 13:31:00,2024-03-10 13:31:00,Belo Horizonte,MG
ORD-00129,CLI-0030,Keila Koppel,keila.koppel47@email.com,PROD-036,Capacete de Ciclismo,Esportes,4,179.90,10,delivered,2024-03-09 19:15:00,2024-03-16 19:15:00,Natal,RN
ORD-01905,CLI-0124,Willian Koppel,willian.koppel90@email.com,PROD-038,Banco de Supino,Esportes,1,449.00,5,delivered,2024-03-09 19:41:00,2024-03-17 19:41:00,Campo Grande,MS
ORD-00110,CLI-0061,Paulo Melo,paulo.melo87@email.com,PROD-019,Palmilha Ortopédica,Calçados,3,59.90,5,shipped,2024-03-09 22:09:00,2024-03-11 22:09:00,Fortaleza,CE
ORD-00048,CLI-0090,Thiago Gomes,thiago.gomes18@email.com,PROD-030,Tênis Infantil,Calçados,6,149.90,15,delivered,2024-03-10 09:45:00,2024-03-20 09:45:00,Maceió,AL
ORD-01858,CLI-0274,Nuno Rocha,nuno.rocha31@email.com,PROD-005,Meias Esportivas,Vestuário,1,19.90,20,delivered,2024-03-10 14:47:00,2024-03-16 14:47:00,Campo Grande,MS
ORD-00450,CLI-0156,Jorge Camargo,jorge.camargo96@email.com,PROD-001,Tênis Runner Pro,Calçados,1,289.90,20,delivered,2024-03-10 18:18:00,2024-03-20 18:18:00,Uberlândia,MG
ORD-01835,CLI-0314,Jorge Santos,jorge.santos54@email.com,PROD-025,Carregador Portátil,Eletrônicos,2,149.00,20,delivered,2024-03-10 19:37:00,2024-03-19 19:37:00,Fortaleza,CE
ORD-01826,CLI-0014,Elaine Mendes,elaine.mendes81@email.com,PROD-019,Palmilha Ortopédica,Calçados,3,59.90,0,delivered,2024-03-11 10:23:00,2024-03-15 10:23:00,Caxias do Sul,RS
ORD-00030,CLI-0110,Amanda Resende,amanda.resende45@email.com,PROD-022,Calça Legging,Vestuário,4,89.90,5,shipped,2024-03-11 11:04:00,2024-03-13 11:04:00,João Pessoa,PB
ORD-01299,CLI-0062,Helena Koppel,helena.koppel94@email.com,PROD-029,Relógio Digital,Eletrônicos,4,199.00,15,delivered,2024-03-11 15:46:00,2024-03-15 15:46:00,Porto Velho,RO
ORD-01709,CLI-0341,Elaine Vieira,elaine.vieira56@email.com,PROD-018,Kettlebell 12kg,Esportes,5,189.90,20,processing,2024-03-11 17:58:00,2024-03-11 17:58:00,Londrina,PR
ORD-00240,CLI-0285,Vanessa Faria,vanessa.faria57@email.com,PROD-036,Capacete de Ciclismo,Esportes,2,179.90,0,delivered,2024-03-12 10:00:00,2024-03-15 10:00:00,Macapá,AP
ORD-01107,CLI-0133,Ursula Ribeiro,ursula.ribeiro26@email.com,PROD-031,Meia de Compressão,Vestuário,3,29.90,15,delivered,2024-03-12 10:36:00,2024-03-22 10:36:00,Brasília,DF
ORD-00208,CLI-0316,Diana Vieira,diana.vieira57@email.com,PROD-029,Relógio Digital,Eletrônicos,2,199.00,0,delivered,2024-03-12 10:37:00,2024-03-21 10:37:00,Londrina,PR
ORD-01508,CLI-0314,Jorge Santos,jorge.santos54@email.com,PROD-039,Elástico Resistência,Esportes,1,29.90,0,delivered,2024-03-12 11:30:00,2024-03-17 11:30:00,Fortaleza,CE
ORD-00379,CLI-0090,Thiago Gomes,thiago.gomes18@email.com,PROD-039,Elástico Resistência,Esportes,1,29.90,5,delivered,2024-03-12 13:16:00,2024-03-16 13:16:00,Maceió,AL
ORD-01455,CLI-0003,Diego Barbosa,diego.barbosa76@email.com,PROD-026,Tapete de Yoga,Esportes,1,99.90,10,delivered,2024-03-12 21:49:00,2024-03-19 21:49:00,Boa Vista,RR
ORD-00040,CLI-0071,Orlanda Bezerra,orlanda.bezerra55@email.com,PROD-003,Mochila Urbana,Acessórios,3,179.00,15,delivered,2024-03-12 22:28:00,2024-03-15 22:28:00,Contagem,MG
ORD-01256,CLI-0157,Leandro Ribeiro,leandro.ribeiro63@email.com,PROD-036,Capacete de Ciclismo,Esportes,2,179.90,0,delivered,2024-03-13 08:15:00,2024-03-23 08:15:00,Natal,RN
ORD-00370,CLI-0153,Felipe Magalhaes,felipe.magalhaes50@email.com,PROD-024,Bola de Basquete,Esportes,1,129.90,20,delivered,2024-03-13 10:02:00,2024-03-16 10:02:00,Caruaru,PE
ORD-00844,CLI-0229,Thiago Koppel,thiago.koppel35@email.com,PROD-006,Smartwatch Fit,Eletrônicos,6,599.00,20,shipped,2024-03-13 18:34:00,2024-03-14 18:34:00,Sorocaba,SP
ORD-00827,CLI-0156,Jorge Camargo,jorge.camargo96@email.com,PROD-019,Palmilha Ortopédica,Calçados,4,59.90,0,delivered,2024-03-13 20:03:00,2024-03-20 20:03:00,Uberlândia,MG
ORD-00524,CLI-0217,Helena Teixeira,helena.teixeira98@email.com,PROD-019,Palmilha Ortopédica,Calçados,5,59.90,0,delivered,2024-03-13 21:53:00,2024-03-23 21:53:00,Florianópolis,SC
ORD-01274,CLI-0213,Karen Machado,karen.machado16@email.com,PROD-005,Meias Esportivas,Vestuário,6,19.90,10,delivered,2024-03-14 07:20:00,2024-03-22 07:20:00,Contagem,MG
ORD-00084,CLI-0202,Bernardo Bezerra,bernardo.bezerra13@email.com,PROD-024,Bola de Basquete,Esportes,3,129.90,20,cancelled,2024-03-14 13:38:00,2024-03-14 18:38:00,Belém,PA
ORD-00125,CLI-0296,Ursula Paiva,ursula.paiva5@email.com,PROD-039,Elástico Resistência,Esportes,6,29.90,10,shipped,2024-03-14 14:26:00,2024-03-16 14:26:00,Caruaru,PE
ORD-01492,CLI-0293,Leandro Esteves,leandro.esteves29@email.com,PROD-013,Corda de Pular Pro,Esportes,2,49.90,5,delivered,2024-03-14 14:42:00,2024-03-18 14:42:00,Belém,PA
ORD-00565,CLI-0159,Flavia Correia,flavia.correia86@email.com,PROD-030,Tênis Infantil,Calçados,4,149.90,5,cancelled,2024-03-14 15:58:00,2024-03-14 18:58:00,São Luís,MA
ORD-00075,CLI-0213,Karen Machado,karen.machado16@email.com,PROD-031,Meia de Compressão,Vestuário,4,29.90,5,delivered,2024-03-14 17:55:00,2024-03-22 17:55:00,Contagem,MG
ORD-00004,CLI-0140,Fabio Machado,fabio.machado16@email.com,PROD-020,Óculos de Sol UV400,Acessórios,3,119.90,10,processing,2024-03-14 19:04:00,2024-03-14 19:04:00,Joinville,SC
ORD-00913,CLI-0258,Yara Yamamoto,yara.yamamoto35@email.com,PROD-030,Tênis Infantil,Calçados,3,149.90,5,processing,2024-03-14 21:04:00,2024-03-14 22:04:00,São Paulo,SP
ORD-01716,CLI-0214,Jorge Ribeiro,jorge.ribeiro67@email.com,PROD-005,Meias Esportivas,Vestuário,5,19.90,0,delivered,2024-03-15 08:23:00,2024-03-22 08:23:00,Cuiabá,MT
ORD-00160,CLI-0087,Igor Machado,igor.machado48@email.com,PROD-009,Boné Snapback,Acessórios,3,69.90,5,delivered,2024-03-15 09:10:00,2024-03-24 09:10:00,Campo Grande,MS
ORD-01762,CLI-0238,Ivone Borges,ivone.borges42@email.com,PROD-009,Boné Snapback,Acessórios,4,69.90,0,shipped,2024-03-15 10:18:00,2024-03-17 10:18:00,Fortaleza,CE
ORD-00529,CLI-0023,Henrique Azevedo,henrique.azevedo99@email.com,PROD-011,Jaqueta Corta-Vento,Vestuário,3,249.90,0,shipped,2024-03-15 12:49:00,2024-03-18 12:49:00,Curitiba,PR
ORD-01966,CLI-0207,Sandra Gomes,sandra.gomes2@email.com,PROD-032,Headband Esportivo,Acessórios,2,24.90,10,delivered,2024-03-16 07:23:00,2024-03-19 07:23:00,Feira de Santana,BA
ORD-01777,CLI-0027,Geraldo Resende,geraldo.resende19@email.com,PROD-038,Banco de Supino,Esportes,3,449.00,5,shipped,2024-03-16 14:54:00,2024-03-17 14:54:00,Maceió,AL
ORD-01429,CLI-0291,Patricia Carvalho,patricia.carvalho73@email.com,PROD-018,Kettlebell 12kg,Esportes,5,189.90,0,delivered,2024-03-16 16:01:00,2024-03-22 16:01:00,Curitiba,PR
ORD-01937,CLI-0282,Tiago Silva,tiago.silva30@email.com,PROD-010,Tênis Casual Street,Calçados,4,219.90,10,delivered,2024-03-16 20:42:00,2024-03-23 20:42:00,Joinville,SC
ORD-00820,CLI-0265,Quezia Henriques,quezia.henriques50@email.com,PROD-038,Banco de Supino,Esportes,2,449.00,10,delivered,2024-03-16 20:53:00,2024-03-25 20:53:00,Brasília,DF
ORD-00705,CLI-0342,Isabela Lacerda,isabela.lacerda44@email.com,PROD-039,Elástico Resistência,Esportes,4,29.90,15,delivered,2024-03-16 21:06:00,2024-03-20 21:06:00,Joinville,SC
ORD-01646,CLI-0330,Quezia Queiroz,quezia.queiroz47@email.com,PROD-027,Toalha Microfibra,Acessórios,1,34.90,10,delivered,2024-03-16 21:40:00,2024-03-25 21:40:00,Sorocaba,SP
ORD-00763,CLI-0078,Joao Koppel,joao.koppel16@email.com,PROD-036,Capacete de Ciclismo,Esportes,6,179.90,15,processing,2024-03-17 08:14:00,2024-03-17 08:14:00,Feira de Santana,BA
ORD-00751,CLI-0087,Igor Machado,igor.machado48@email.com,PROD-004,Fone Bluetooth,Eletrônicos,4,349.00,10,delivered,2024-03-17 09:23:00,2024-03-22 09:23:00,Campo Grande,MS
ORD-01969,CLI-0277,Daniel Pinto,daniel.pinto42@email.com,PROD-029,Relógio Digital,Eletrônicos,1,199.00,5,delivered,2024-03-17 09:33:00,2024-03-22 09:33:00,Curitiba,PR
ORD-01996,CLI-0024,Isabela Costa,isabela.costa41@email.com,PROD-002,Camiseta Dry Fit,Vestuário,5,59.90,5,cancelled,2024-03-17 10:18:00,2024-03-17 11:18:00,São Luís,MA
ORD-01077,CLI-0339,Bernardo Mendes,bernardo.mendes59@email.com,PROD-024,Bola de Basquete,Esportes,3,129.90,0,delivered,2024-03-17 11:20:00,2024-03-22 11:20:00,Sorocaba,SP
ORD-00113,CLI-0032,Gustavo Martins,gustavo.martins20@email.com,PROD-036,Capacete de Ciclismo,Esportes,5,179.90,5,delivered,2024-03-17 12:20:00,2024-03-27 12:20:00,Campinas,SP
ORD-00224,CLI-0126,Everton Rodrigues,everton.rodrigues79@email.com,PROD-003,Mochila Urbana,Acessórios,4,179.00,10,delivered,2024-03-17 12:59:00,2024-03-20 12:59:00,Feira de Santana,BA
ORD-01630,CLI-0095,Lucas Nogueira,lucas.nogueira36@email.com,PROD-014,Luva de Academia,Esportes,1,39.90,0,delivered,2024-03-17 15:21:00,2024-03-23 15:21:00,Belo Horizonte,MG
ORD-01887,CLI-0208,Ricardo Torres,ricardo.torres62@email.com,PROD-025,Carregador Portátil,Eletrônicos,5,149.00,0,shipped,2024-03-17 15:32:00,2024-03-18 15:32:00,Londrina,PR
ORD-00141,CLI-0212,Ulisses Santos,ulisses.santos73@email.com,PROD-009,Boné Snapback,Acessórios,6,69.90,5,processing,2024-03-18 07:13:00,2024-03-18 09:13:00,João Pessoa,PB
ORD-01503,CLI-0009,Keila Correia,keila.correia36@email.com,PROD-013,Corda de Pular Pro,Esportes,6,49.90,10,delivered,2024-03-18 08:51:00,2024-03-26 08:51:00,Brasília,DF
ORD-01485,CLI-0081,Felipe Peixoto,felipe.peixoto31@email.com,PROD-027,Toalha Microfibra,Acessórios,2,34.90,0,cancelled,2024-03-18 12:23:00,2024-03-18 13:23:00,Maceió,AL
ORD-01180,CLI-0061,Paulo Melo,paulo.melo87@email.com,PROD-036,Capacete de Ciclismo,Esportes,1,179.90,10,delivered,2024-03-18 19:32:00,2024-03-27 19:32:00,Fortaleza,CE
ORD-01406,CLI-0176,Juliana Machado,juliana.machado14@email.com,PROD-022,Calça Legging,Vestuário,3,89.90,10,delivered,2024-03-18 21:54:00,2024-03-28 21:54:00,João Pessoa,PB
ORD-00769,CLI-0202,Bernardo Bezerra,bernardo.bezerra13@email.com,PROD-024,Bola de Basquete,Esportes,5,129.90,0,delivered,2024-03-19 07:05:00,2024-03-29 07:05:00,Belém,PA
ORD-00492,CLI-0290,Simone Nunes,simone.nunes85@email.com,PROD-010,Tênis Casual Street,Calçados,3,219.90,20,delivered,2024-03-19 08:43:00,2024-03-28 08:43:00,São Luís,MA
ORD-01341,CLI-0131,Wagner Alves,wagner.alves37@email.com,PROD-036,Capacete de Ciclismo,Esportes,5,179.90,5,processing,2024-03-19 10:46:00,2024-03-19 10:46:00,Sorocaba,SP
ORD-01978,CLI-0320,Lucas Vieira,lucas.vieira83@email.com,PROD-037,Luvas de Boxe,Esportes,4,149.90,20,delivered,2024-03-19 11:20:00,2024-03-25 11:20:00,Caucaia,CE
ORD-01614,CLI-0055,Isabela Rocha,isabela.rocha5@email.com,PROD-016,Notebook Sleeve 15,Acessórios,1,79.90,0,delivered,2024-03-19 14:49:00,2024-03-23 14:49:00,Porto Velho,RO
ORD-01578,CLI-0180,Bruno Magalhaes,bruno.magalhaes63@email.com,PROD-030,Tênis Infantil,Calçados,2,149.90,0,delivered,2024-03-19 16:32:00,2024-03-23 16:32:00,Fortaleza,CE
ORD-00905,CLI-0167,Quezia Nunes,quezia.nunes96@email.com,PROD-038,Banco de Supino,Esportes,1,449.00,0,cancelled,2024-03-19 17:36:00,2024-03-19 23:36:00,Uberlândia,MG
ORD-01010,CLI-0289,Everton Esteves,everton.esteves74@email.com,PROD-033,Camiseta Polo,Vestuário,5,89.90,0,delivered,2024-03-19 17:50:00,2024-03-28 17:50:00,Campo Grande,MS
ORD-00376,CLI-0169,Fernanda Souza,fernanda.souza32@email.com,PROD-040,Tênis Corrida Fem,Calçados,6,279.90,5,delivered,2024-03-19 18:51:00,2024-03-27 18:51:00,Belém,PA
ORD-01089,CLI-0173,Wagner Martins,wagner.martins21@email.com,PROD-029,Relógio Digital,Eletrônicos,6,199.00,0,delivered,2024-03-20 08:56:00,2024-03-23 08:56:00,João Pessoa,PB
ORD-01070,CLI-0289,Everton Esteves,everton.esteves74@email.com,PROD-029,Relógio Digital,Eletrônicos,2,199.00,5,delivered,2024-03-20 14:03:00,2024-03-27 14:03:00,Campo Grande,MS
ORD-00121,CLI-0273,Odete Vasquez,odete.vasquez70@email.com,PROD-025,Carregador Portátil,Eletrônicos,2,149.00,5,delivered,2024-03-20 15:12:00,2024-03-24 15:12:00,Belo Horizonte,MG
ORD-00465,CLI-0005,Isabela Yamamoto,isabela.yamamoto78@email.com,PROD-003,Mochila Urbana,Acessórios,5,179.00,15,delivered,2024-03-20 18:49:00,2024-03-24 18:49:00,Rio de Janeiro,RJ
ORD-00063,CLI-0034,Karina Serrano,karina.serrano68@email.com,PROD-036,Capacete de Ciclismo,Esportes,5,179.90,5,delivered,2024-03-21 12:50:00,2024-03-29 12:50:00,Maceió,AL
ORD-01240,CLI-0149,Diego Alves,diego.alves18@email.com,PROD-017,Regata Compressão,Vestuário,4,69.90,10,processing,2024-03-21 16:04:00,2024-03-21 18:04:00,Brasília,DF
ORD-01593,CLI-0212,Ulisses Santos,ulisses.santos73@email.com,PROD-004,Fone Bluetooth,Eletrônicos,2,349.00,5,delivered,2024-03-21 19:59:00,2024-03-30 19:59:00,João Pessoa,PB
ORD-00200,CLI-0024,Isabela Costa,isabela.costa41@email.com,PROD-007,Garrafa Térmica,Acessórios,6,89.90,15,processing,2024-03-21 21:29:00,2024-03-21 21:29:00,São Luís,MA
ORD-00330,CLI-0077,Yasmin Rocha,yasmin.rocha77@email.com,PROD-036,Capacete de Ciclismo,Esportes,5,179.90,0,processing,2024-03-21 22:54:00,2024-03-21 23:54:00,Porto Alegre,RS
ORD-01745,CLI-0196,Andre Nogueira,andre.nogueira96@email.com,PROD-024,Bola de Basquete,Esportes,1,129.90,5,processing,2024-03-22 09:39:00,2024-03-22 11:39:00,Contagem,MG
ORD-01504,CLI-0277,Daniel Pinto,daniel.pinto42@email.com,PROD-015,Câmera de Ação 4K,Eletrônicos,6,899.00,20,shipped,2024-03-22 10:43:00,2024-03-23 10:43:00,Curitiba,PR
ORD-01430,CLI-0190,Alexia Nascimento,alexia.nascimento11@email.com,PROD-037,Luvas de Boxe,Esportes,3,149.90,5,delivered,2024-03-22 16:30:00,2024-04-01 16:30:00,Vitória,ES
ORD-00109,CLI-0121,Amanda Fonseca,amanda.fonseca56@email.com,PROD-004,Fone Bluetooth,Eletrônicos,6,349.00,0,delivered,2024-03-22 19:43:00,2024-03-29 19:43:00,Porto Alegre,RS
ORD-01632,CLI-0250,Joao Oliveira,joao.oliveira40@email.com,PROD-039,Elástico Resistência,Esportes,6,29.90,15,delivered,2024-03-22 22:42:00,2024-03-25 22:42:00,Contagem,MG
ORD-01754,CLI-0233,Isabela Nunes,isabela.nunes98@email.com,PROD-012,Suplemento Whey 1kg,Nutrição,6,139.90,0,delivered,2024-03-23 08:04:00,2024-04-01 08:04:00,Teresina,PI
ORD-01580,CLI-0036,Claudia Freitas,claudia.freitas99@email.com,PROD-016,Notebook Sleeve 15,Acessórios,5,79.90,20,delivered,2024-03-23 11:35:00,2024-03-31 11:35:00,Porto Velho,RO
ORD-00680,CLI-0192,Quezia Vasquez,quezia.vasquez58@email.com,PROD-033,Camiseta Polo,Vestuário,6,89.90,0,delivered,2024-03-24 08:09:00,2024-04-01 08:09:00,Rio de Janeiro,RJ
ORD-00685,CLI-0191,Ivone Vasquez,ivone.vasquez72@email.com,PROD-032,Headband Esportivo,Acessórios,4,24.90,10,cancelled,2024-03-24 10:13:00,2024-03-24 12:13:00,Vitória,ES
ORD-01448,CLI-0250,Joao Oliveira,joao.oliveira40@email.com,PROD-001,Tênis Runner Pro,Calçados,3,289.90,20,delivered,2024-03-24 12:04:00,2024-04-02 12:04:00,Contagem,MG
ORD-01128,CLI-0235,Quezia Abreu,quezia.abreu84@email.com,PROD-028,Shorts de Natação,Vestuário,3,79.90,0,delivered,2024-03-24 20:24:00,2024-03-31 20:24:00,Londrina,PR
ORD-00219,CLI-0062,Helena Koppel,helena.koppel94@email.com,PROD-001,Tênis Runner Pro,Calçados,6,289.90,0,delivered,2024-03-24 22:22:00,2024-03-31 22:22:00,Porto Velho,RO
ORD-01779,CLI-0215,Nelson Paiva,nelson.paiva39@email.com,PROD-037,Luvas de Boxe,Esportes,3,149.90,5,processing,2024-03-24 22:59:00,2024-03-25 00:59:00,Caruaru,PE
ORD-00832,CLI-0344,Vitor Nogueira,vitor.nogueira41@email.com,PROD-029,Relógio Digital,Eletrônicos,6,199.00,5,delivered,2024-03-25 07:36:00,2024-04-01 07:36:00,Maceió,AL
ORD-01880,CLI-0014,Elaine Mendes,elaine.mendes81@email.com,PROD-002,Camiseta Dry Fit,Vestuário,6,59.90,0,processing,2024-03-25 09:05:00,2024-03-25 11:05:00,Caxias do Sul,RS
ORD-01954,CLI-0041,Leandro Araujo,leandro.araujo20@email.com,PROD-030,Tênis Infantil,Calçados,1,149.90,5,delivered,2024-03-25 10:05:00,2024-03-30 10:05:00,Palmas,TO
ORD-01294,CLI-0295,Odete Teixeira,odete.teixeira81@email.com,PROD-040,Tênis Corrida Fem,Calçados,3,279.90,0,delivered,2024-03-25 10:18:00,2024-04-01 10:18:00,Belo Horizonte,MG
ORD-01335,CLI-0268,Mariana Bittencourt,mariana.bittencourt59@email.com,PROD-021,Tênis de Trilha,Calçados,5,359.90,10,delivered,2024-03-25 11:18:00,2024-03-31 11:18:00,São Paulo,SP
ORD-01684,CLI-0295,Odete Teixeira,odete.teixeira81@email.com,PROD-001,Tênis Runner Pro,Calçados,3,289.90,20,delivered,2024-03-25 14:43:00,2024-04-02 14:43:00,Belo Horizonte,MG
ORD-01985,CLI-0100,Diego Costa,diego.costa48@email.com,PROD-035,Bicicleta Speed 21v,Esportes,5,1899.00,0,delivered,2024-03-25 15:05:00,2024-04-02 15:05:00,Caruaru,PE
ORD-00312,CLI-0069,Gabriela Koppel,gabriela.koppel8@email.com,PROD-022,Calça Legging,Vestuário,4,89.90,10,delivered,2024-03-25 19:01:00,2024-03-31 19:01:00,Campinas,SP
ORD-00956,CLI-0301,Simone Correia,simone.correia15@email.com,PROD-006,Smartwatch Fit,Eletrônicos,5,599.00,5,delivered,2024-03-25 20:16:00,2024-04-01 20:16:00,Joinville,SC
ORD-00711,CLI-0017,Karen Monteiro,karen.monteiro13@email.com,PROD-012,Suplemento Whey 1kg,Nutrição,5,139.90,5,delivered,2024-03-25 22:27:00,2024-03-30 22:27:00,Cuiabá,MT
ORD-01666,CLI-0199,Pedro Nascimento,pedro.nascimento41@email.com,PROD-021,Tênis de Trilha,Calçados,4,359.90,10,delivered,2024-03-25 22:30:00,2024-04-01 22:30:00,Recife,PE
ORD-00962,CLI-0133,Ursula Ribeiro,ursula.ribeiro26@email.com,PROD-027,Toalha Microfibra,Acessórios,4,34.90,0,delivered,2024-03-26 09:18:00,2024-03-30 09:18:00,Brasília,DF
ORD-00788,CLI-0238,Ivone Borges,ivone.borges42@email.com,PROD-010,Tênis Casual Street,Calçados,4,219.90,10,processing,2024-03-26 11:47:00,2024-03-26 13:47:00,Fortaleza,CE
ORD-01313,CLI-0158,Otavio Orsini,otavio.orsini63@email.com,PROD-029,Relógio Digital,Eletrônicos,4,199.00,5,delivered,2024-03-26 13:49:00,2024-03-30 13:49:00,Rio de Janeiro,RJ
ORD-01375,CLI-0138,Ana Gomes,ana.gomes55@email.com,PROD-037,Luvas de Boxe,Esportes,4,149.90,0,shipped,2024-03-26 16:56:00,2024-03-29 16:56:00,Natal,RN
ORD-00222,CLI-0262,Diego Henriques,diego.henriques59@email.com,PROD-024,Bola de Basquete,Esportes,1,129.90,15,delivered,2024-03-26 18:10:00,2024-04-02 18:10:00,Aracaju,SE
ORD-00992,CLI-0348,Rafaela Dias,rafaela.dias76@email.com,PROD-010,Tênis Casual Street,Calçados,4,219.90,10,delivered,2024-03-27 08:06:00,2024-04-04 08:06:00,Contagem,MG
ORD-00016,CLI-0203,Simone Monteiro,simone.monteiro47@email.com,PROD-020,Óculos de Sol UV400,Acessórios,6,119.90,10,shipped,2024-03-27 09:32:00,2024-03-30 09:32:00,Goiânia,GO
ORD-00313,CLI-0115,Olivia Andrade,olivia.andrade23@email.com,PROD-009,Boné Snapback,Acessórios,2,69.90,0,delivered,2024-03-27 10:23:00,2024-03-30 10:23:00,Caruaru,PE
ORD-00307,CLI-0003,Diego Barbosa,diego.barbosa76@email.com,PROD-029,Relógio Digital,Eletrônicos,3,199.00,5,delivered,2024-03-27 12:31:00,2024-03-31 12:31:00,Boa Vista,RR
ORD-00498,CLI-0098,Elaine Nogueira,elaine.nogueira72@email.com,PROD-021,Tênis de Trilha,Calçados,3,359.90,0,delivered,2024-03-27 18:39:00,2024-04-06 18:39:00,São Paulo,SP
ORD-00503,CLI-0343,Hanna Magalhaes,hanna.magalhaes94@email.com,PROD-002,Camiseta Dry Fit,Vestuário,4,59.90,20,processing,2024-03-28 08:18:00,2024-03-28 08:18:00,Fortaleza,CE
ORD-01960,CLI-0073,Gabriela Dias,gabriela.dias75@email.com,PROD-030,Tênis Infantil,Calçados,6,149.90,15,delivered,2024-03-28 12:04:00,2024-03-31 12:04:00,Uberlândia,MG
ORD-01967,CLI-0193,Lucas Mendes,lucas.mendes29@email.com,PROD-035,Bicicleta Speed 21v,Esportes,2,1899.00,0,delivered,2024-03-28 12:14:00,2024-04-05 12:14:00,São Luís,MA
ORD-00300,CLI-0274,Nuno Rocha,nuno.rocha31@email.com,PROD-031,Meia de Compressão,Vestuário,6,29.90,10,delivered,2024-03-28 12:18:00,2024-04-01 12:18:00,Campo Grande,MS
ORD-00395,CLI-0044,Caio Lopes,caio.lopes31@email.com,PROD-014,Luva de Academia,Esportes,4,39.90,15,delivered,2024-03-28 14:53:00,2024-04-06 14:53:00,Curitiba,PR
ORD-00567,CLI-0034,Karina Serrano,karina.serrano68@email.com,PROD-031,Meia de Compressão,Vestuário,1,29.90,10,delivered,2024-03-28 16:49:00,2024-04-05 16:49:00,Maceió,AL
ORD-01025,CLI-0264,Isabela Lacerda,isabela.lacerda6@email.com,PROD-023,Suplemento Creatina,Nutrição,1,79.90,10,delivered,2024-03-28 18:07:00,2024-04-05 18:07:00,Aracaju,SE
ORD-01433,CLI-0261,Roberto Duarte,roberto.duarte43@email.com,PROD-034,Suplemento BCAA,Nutrição,4,69.90,15,delivered,2024-03-28 18:41:00,2024-04-02 18:41:00,Contagem,MG
ORD-01888,CLI-0165,Orlanda Azevedo,orlanda.azevedo44@email.com,PROD-024,Bola de Basquete,Esportes,6,129.90,0,delivered,2024-03-28 19:46:00,2024-03-31 19:46:00,Cuiabá,MT
ORD-00018,CLI-0076,Vanessa Dias,vanessa.dias66@email.com,PROD-016,Notebook Sleeve 15,Acessórios,1,79.90,0,delivered,2024-03-29 11:48:00,2024-04-02 11:48:00,Salvador,BA
ORD-01551,CLI-0197,Xuxa Esteves,xuxa.esteves90@email.com,PROD-020,Óculos de Sol UV400,Acessórios,1,119.90,10,delivered,2024-03-29 13:40:00,2024-04-08 13:40:00,Joinville,SC
ORD-00244,CLI-0203,Simone Monteiro,simone.monteiro47@email.com,PROD-032,Headband Esportivo,Acessórios,1,24.90,10,delivered,2024-03-29 18:13:00,2024-04-03 18:13:00,Goiânia,GO
ORD-00239,CLI-0263,Zeca Cavalcante,zeca.cavalcante74@email.com,PROD-004,Fone Bluetooth,Eletrônicos,6,349.00,5,delivered,2024-03-30 07:25:00,2024-04-09 07:25:00,Cuiabá,MT
ORD-00628,CLI-0328,Natalia Melo,natalia.melo17@email.com,PROD-018,Kettlebell 12kg,Esportes,5,189.90,15,delivered,2024-03-30 08:38:00,2024-04-04 08:38:00,Rio Branco,AC
ORD-01024,CLI-0311,Eduardo Campos,eduardo.campos64@email.com,PROD-029,Relógio Digital,Eletrônicos,2,199.00,20,cancelled,2024-03-30 09:23:00,2024-03-30 11:23:00,Recife,PE
ORD-01269,CLI-0142,Fabio Peixoto,fabio.peixoto97@email.com,PROD-017,Regata Compressão,Vestuário,4,69.90,0,shipped,2024-03-30 11:55:00,2024-04-02 11:55:00,Londrina,PR
ORD-00882,CLI-0185,Lucas Castro,lucas.castro58@email.com,PROD-003,Mochila Urbana,Acessórios,1,179.00,5,shipped,2024-03-30 14:56:00,2024-04-01 14:56:00,Vitória,ES
